text,tagged_sentence,label
The bandh was led by Nana Kshirsagar 's Maharashtra Rickshaw Sena .,NoTag,0
"Datta Gule 's auto union , affiliated to the Maharashtra Navnirman Sena , also participated in the strike .",NoTag,0
Most unions did not support the strike .,NoTag,0
""" The strike has been called by a section .",NoTag,0
The participating unions called off the daylong token strike after 5 pm but Kshirsagar said that they would enforce it again on Monday if the traffic police did not ease pressure on drivers .,<effect>The participating unions called off the daylong token strike after 5 pm</effect> but <effect>Kshirsagar said that they would enforce it again on Monday</effect> <trigger>if</trigger> <cause>the traffic police did not ease pressure on drivers</cause>.,1
"If the police drive continues , we will have to go on a strike on Monday , "" Kshirsagar said .","<effect>If the police drive continues, we will have to go on a strike on Monday</effect>,"" Kshirsagar said.",1
"Today 's Paper Jharkhand village group clash claims 8 lives September 20 , 2006 00:00 IST GRIEF-STRICKEN : Family member of a tribal victim who died in a clash on Monday evening at the Tetratoli village , near Kurkura Bazar in Gumla district of Jharkhand on Tuesday .",NoTag,0
"| Photo Credit : Photo : Arunangsu Roy Chowdhury People assembled at the spot to discuss alleged atrocities by ` Santi Sena ' Gumla ( Jharkhand ): Eight persons , including two with alleged criminal backgrounds , were killed and a dozen injured in a group clash at Kurkura village in Gumla district , the police said .","<effect>Six persons, hailing from different villages, were killed</effect> <trigger>as</trigger> <cause>Surju Mahto, a member of a 'Santi Sena' group, fired at random after having been surrounded by a mob at Tetartoli under the Kamdara police station, 70 km from the district headquarters on Monday night</cause>.",1
"Six persons , hailing from different villages , were killed as Surju Mahto , a member of a ` Santi Sena ' group , fired at random after having been surrounded by a mob at Tetartoli under the Kamdara police station , 70 km from the district headquarters on Monday night .","<effect>Six persons, hailing from different villages, were killed</effect> <trigger>as</trigger> <cause>Surju Mahto, a member of a 'Santi Sena' group, fired at random after having been surrounded by a mob at Tetartoli under the Kamdara police station, 70 km from the district headquarters on Monday night</cause>.",1
"Two others were lynched by a mob , which suspected them of being supporters of the group .","<effect>Two others were lynched by a mob</effect>, <trigger>which suspected</trigger> <cause>them of being supporters of the group</cause>.",1
""" The incident occurred when a large number of people from the Kolebira , Kamdara , Bano and Basia blocks assembled at a spot to discuss alleged atrocities being committed by the ` Santi Sena ' in their areas , "" Deputy Inspector-General Ram Laxman Prasad said .","<effect>""The incident occurred</effect> <trigger>when</trigger> <cause>a large number of people from the Kolebira, Kamdara, Bano and Basia blocks assembled at a spot to discuss alleged atrocities being committed by the 'Santi Sena' in their areas</cause>,"" Deputy Inspector-General Ram Laxman Prasad said.",1
Three houses were torched in the incident .,NoTag,0
"5,000 docs quit , crisis in Rajasthan - Indian Express Press Trust Of India , Press Trust Of India : Jaipur , Sat Dec 24 2011 , 10:18 hrs The medical crisis in Rajasthan due to an indefinite strike by doctors , which has crippled health services and left over a dozen patients dead , deepened on Friday with 5,000 doctors submitting their resignations .","<effect>The medical crisis in Rajasthan</effect> <trigger>due to</trigger> <cause>an indefinite strike by doctors, which has crippled health services and left over a dozen patients dead</cause>, deepened on Friday <trigger>with</trigger> <cause>5,000 doctors submitting their resignations</cause>.",1
"All doctors in government hospitals , dispensaries , primary health centres and resident doctors of all six medical colleges are on strike since December 21 , demaning a pay hike and time-bound promotions .","<effect>All doctors in government hospitals, dispensaries, primary health centres and resident doctors of all six medical colleges are on strike since December 21</effect>, <trigger>demanding</trigger> <cause>a pay hike and time-bound promotions</cause>.",1
"On Friday , private doctors and medical teachers also stopped work for four and two hours respectively in support of the protesting government doctors .","<effect>On Friday, private doctors and medical teachers also stopped work for four and two hours respectively</effect> <trigger>in support of</trigger> <cause>the protesting government doctors</cause>.",1
"All Rajasthan Doctors ' Association handed over resignations of 5,000 doctors Friday .",NoTag,0
""" Several other doctors in different districts have also forwarded their resignation to respective district collectors , "" said vice-president of the association Mahesh Sharma .",NoTag,0
"Around 30,000 truck drivers countrywide began striking for better pay on Tuesday .","<effect>Around 30,000 truck drivers countrywide began striking</effect> <trigger>for</trigger> <cause>better pay</cause> on Tuesday.",1
Several incidents of violence and intimidation severely affected the distribution of goods and foodstuffs to shops and depots .,<effect>Several incidents of violence and intimidation severely affected the distribution of goods and foodstuffs to shops and depots</effect>.,1
RFEA chief executive Nico Badenhorst said the strike was costing the country R100 million a day .,<effect>RFEA chief executive Nico Badenhorst said the strike was costing the country R100 million a day</effect> <trigger>due to</trigger> <cause>the strike</cause>.,1
"On Tuesday , 29 truckers were arrested in the Johannesburg city centre after violent clashes with the police .","<effect>On Tuesday, 29 truckers were arrested in the Johannesburg city centre</effect> <trigger>after</trigger> <cause>violent clashes with the police</cause>.",1
"Engg students demand uniform rule on ATKT Posted : Fri Jan 15 1999 IST MUMBAI , JANUARY 14 : Engineering students held a demonstration at the University of Mumbai campus at Fort on Wednesday , demanding that they be allowed to keep term grant for the year .","<effect>Engineering students held a demonstration at the University of Mumbai campus at Fort on Wednesday</effect>, <trigger>demanding that</trigger> <cause>they be allowed to keep term grant for the year</cause>.",1
Wednesday 's demonstration was the second one organised with the help of the Bharatiya Vidyarti Sena ( BVS ) .,NoTag,0
One was held earlier this month .,NoTag,0
NIA 's chargesheet leaves crime branch red-faced 26th December 2011 02:32 PM NEW DELHI : Mumbai Police 's elite Crime Branch 's probe into the role of Fahim Ansari and Sabbauddin Ahmed in the conspiracy behind 26/11 finds no mention in the exhaustive charge sheet filed by NIA regarding the role of Pakistani-American LeT terrorist David Headley in the Mumbai attack .,NoTag,0
"The 60 - page charge sheet , filed by National Investigation Agency(NIA) on Saturday before a special court in New Delhi , details reconnaissance activities carried out by 50 - year-old Headley of the targets attacked by Lashker-e-Taiba(LeT) terrorists on November 26 , 2008 that left 166 people dead .",NoTag,0
Mumbai Crime Branch had accused Ansari and Sabbauddin of providing details of the targets attacked by the LeT during 60 hour gun battle and had to face embarrassment twice when the trial court and the Bombay High Court acquitted the two saying there was no evidence against the two .,Mumbai Crime Branch had accused Ansari and Sabbauddin of providing details of the targets attacked by the LeT during 60 hour gun battle and <effect>had to face embarrassment twice when the trial court and the Bombay High Court acquitted the two</effect> <trigger>saying</trigger> <cause>there was no evidence against the two</cause>,1
"Former Commissioner of Mumbai Police Hasan Gafoor and the then in-charge of the Crime Branch , Rakesh Maria , who is at present head of Anti Terror Squad , had repeatedly claimed that Ansari and Ahmed had carried out reconnaissance of various targets attacked by Lashkar terrorists on November 26 , 2008 .",NoTag,0
"In its revision petition , the Crime Branch had again claimed that Ansari and Ahmed had played a role in providing details to to the Pakistan-based terror outfit about the targets attacked by terrorists on November 26 .",NoTag,0
"The investigation agency has gone into the role of Headley and eight others including founder of Lashker Hafiz Saeed , mastermind of 26/11 Zaki-ur-Rehman Lakhvi and two serving Pakistani Army officials .",NoTag,0
"The statement of Headley , who was recruited by Lashker , to the US authorities and NIA before a magistrate , which forms as one of the annexures of the charge sheet , talks about his role in carrying out the survey of the locations attacked by the terrorists on 26/11 .",NoTag,0
"The division bench of Bombay High Court comprising justices Ranjana Desai and R V More while dismissing the plea of state government earlier this year had said "" we are of the view that the view taken by learned Sessions Judge so far as involvement of the duo in this case is concerned , cannot be called unreasonable , palpably false , manifestly erroneous and demonstratively unsustainable which merits our interference . "" The High court concurred with the view taken by Sessions Judge that the map recovered from killed terrorist pocket should have some wrinkles on it and blood spots as the LeT terrorist was badly injured in the gun-fight .","The division bench of Bombay High Court comprising justices Ranjana Desai and R V More while dismissing the plea of state government earlier this year had said "" we are of the view that the view taken by learned Sessions Judge so far as involvement of the duo in this case is concerned, cannot be called unreasonable, palpably false, manifestly erroneous and demonstratively unsustainable which merits our interference."" <effect>The High court concurred with the view taken by Sessions Judge</effect> <trigger>that</trigger> <cause>the map recovered from killed terrorist pocket should have some wrinkles on it and blood spots as the LeT terrorist was badly injured in the gun-fight</cause>",1
"The NIA has given details about how every target attacked by LeT terrorists was scouted by Headley , who is at present in a Chicago jail . .",NoTag,0
"Upset with Probe into AIADMK Man 's Murder , Wife Stages Stir 26th April 2014 09:26 AM Nearly three months after an AIADMK functionary was chased and hacked to death in full public view near the busy Chengalpattu government hospital , the victim ’ s wife and relatives staged a hunger strike demanding that the police arrest those who masterminded the murder .","<cause>Upset with Probe into AIADMK Man's Murder</cause>, <trigger>leading to</trigger> <effect>Wife Stages Stir 26th April 2014 09:26 AM Nearly three months after an AIADMK functionary was chased and hacked to death in full public view near the busy Chengalpattu government hospital, the victim's wife and relatives staged a hunger strike demanding that the police arrest those who masterminded the murder</effect>",1
AIADMK functionary Rajagopal was attacked with crude bombs by an unidentified gang on January 28 while he was travelling on a motorbike .,NoTag,0
"Though he escaped the impact of the bombs , the gang chased and hacked him to death in full view of the public .",NoTag,0
"Subsequently , the police arrested six persons in connection with the murder and eight others turned themselves in .","<trigger>Subsequently</trigger>, <effect>the police arrested six persons in connection with the murder</effect> and <cause>eight others turned themselves in</cause>",1
"However , on Friday , Rajagopalan ’ s wife Jaya , also an AIADMK functionary , alleged that except one person , none of those arrested were actually involved in the murder .",NoTag,0
About 50 relatives of Rajagopalan put up a shed and began a hunger strike at around 9 am at the spot where Rajagopalan was hacked .,NoTag,0
The protest continued until 12.30 pm .,NoTag,0
Police officers arrived on the spot and promised action and convinced Jaya to stop the protest .,<cause>Police officers arrived on the spot and promised action</cause> <trigger>and</trigger> <effect>convinced Jaya to stop the protest</effect>,1
"She named seven persons , including several panchayat presidents in and around Chengalpattu , as the masterminds behind Rajagopalan ’ s murder .",NoTag,0
Heavy police presence was seen in the area due to the protest .,<cause>the protest</cause> <trigger>due to</trigger> <effect>Heavy police presence was seen in the area</effect>,1
"The ordinance was introduced reportedly to neutralise the quota agitation launched by socially , economically and politically powerful Patel community in the state since July 2015 .","<cause>the quota agitation launched by socially, economically and politically powerful Patel community in the state since July 2015</cause> <trigger>reportedly to neutralise</trigger> <effect>The ordinance was introduced</effect>",1
"The Patels have been seeking quota under the OBC category through a pitched 10 - month-old agitation across the state , and this proved to be a key factor for the exit of Anandiben Patel as the Chief Minister .","<cause>The Patels have been seeking quota under the OBC category through a pitched 10-month-old agitation across the state</cause>, <trigger>and this proved to be</trigger> <effect>a key factor for the exit of Anandiben Patel as the Chief Minister</effect>",1
"Reacting to the news , Hardik Patel , the face of Patel quota stir , called it "" failure "" of the government .",NoTag,0
"It was bound to be rejected . "" Hardik maintained Patels would continue their agitation in support of their demands .",<cause>It was bound to be rejected</cause> <trigger>.</trigger> <effect>Hardik maintained Patels would continue their agitation in support of their demands</effect>,1
"Police were keeping watch on Princess informal settlement in Roodepoort on the West Rand on Monday , following protests there last week .","<effect>Police were keeping watch on Princess informal settlement in Roodepoort on the West Rand on Monday</effect>, <trigger>following</trigger> <cause>protests there last week</cause>",1
"The protests started on Tuesday , with residents demanding better service delivery and housing .","<effect>The protests started on Tuesday</effect>, <trigger>with</trigger> <cause>residents demanding better service delivery and housing</cause>",1
"Broken glass , rocks , a broken traffic light and other debris were scattered on Albertina Sisulu Road during the protests .",NoTag,0
Police and metro police warned motorists to stay away from the area last week as protesters were throwing stones at passing vehicles .,<cause>protesters were throwing stones at passing vehicles</cause> <trigger>as</trigger> <effect>Police and metro police warned motorists to stay away from the area last week</effect>,1
"ANANTAPUR : ‘ Rosaiah Government has failed on all fronts ' September 28 , 2010 00:00 IST TDP chief addresses ‘ maha dharna ' in the vicinity of Anantapur Collector 's office Telugu Desam president Nara Chandrababu Naidu has called upon the cadre and people to be prepared to march to the State capital and if necessary , to the Assembly , to pressurise the government to solve the farmers problems .","TDP chief addresses 'maha dharna' in the vicinity of Anantapur Collector's office <cause>to solve the farmers problems</cause> <trigger>to pressurise</trigger> <effect>Telugu Desam president Nara Chandrababu Naidu has called upon the cadre and people to be prepared to march to the State capital and if necessary, to the Assembly</effect>",1
"Addressing a massive gathering of party workers and sympathisers from in and around the city at the ‘ maha dharna ' organised in the vicinity of the Collector 's office here on Monday , Mr. Naidu said the Rosaiah Government has failed on all fronts and neglected agriculture as reflected in the acute shortage of fertilizer faced by the farmers .",<cause>Rosaiah Government has failed on all fronts</cause> <trigger>and</trigger> <effect>neglected agriculture as reflected in the acute shortage of fertilizer faced by the farmers</effect>,1
They instantly responded by shouting a firm “ no ” .,NoTag,0
"Soon after he addressed the gathering , District Collector B. Janardhan Reddy arrived at the venue and received the memorandum from him and promised to forward it to the State government .",NoTag,0
"DAVANGERE : CPI protests against price rise in Davangere December 01 , 2010 00:00 IST A large number of CPI activists took out a procession in protest against the Centre 's failure to contain prices of essential commodities and also against the land scams reported in the State .",<effect>A large number of CPI activists took out a procession</effect> <trigger>in protest against</trigger> <cause>the Centre's failure to contain prices of essential commodities and also against the land scams reported in the State</cause>,1
Police injured in stone pelting 29th January 2012 01:34 AM JCBs being pressed into service in the road widening drive at Kolar on Saturday | Express Photo KOLAR : Tension prevailed at Ammavarpet in the city after protestors pelted stones at police who accompanied officials in a road-widening drive on Saturday .,<effect>Tension prevailed at Ammavarpet in the city</effect> <trigger>after</trigger> <cause>protestors pelted stones at police who accompanied officials in a road-widening drive on Saturday</cause>,1
"However , as the JCBs started bringing down structures at Ammavarpet , a few persons pelted stones on the police personnel .",<effect>a few persons pelted stones on the police personnel</effect> <trigger>as</trigger> <cause>the JCBs started bringing down structures at Ammavarpet</cause>,1
More than 700 people also signed an online petition for the government to step in with extra funding .,<effect>More than 700 people also signed an online petition</effect> <trigger>for</trigger> <cause>the government to step in with extra funding</cause>,1
"Lawyer held for marking anniversary of Tiananmen protests allowed to see attorneys PUBLISHED : Thursday , 08 May , 2014 , 5:36pm Robust June 4 turnout spurs organisers to call for more at 30th anniversary 5 Jun 2018 A civil rights lawyer who was placed in criminal detention after he attended an event commemorating the anniversary of the crackdown on pro-democracy protests in Tiananmen Square has been allowed to see his own legal representatives .",<cause>A civil rights lawyer who was placed in criminal detention after he attended an event commemorating the anniversary of the crackdown on pro-democracy protests in Tiananmen Square</cause> <trigger>has been</trigger> <effect>allowed to see his own legal representatives</effect>,1
"Pu , who took part in the Tiananmen pro-democracy protests in 1989 , was detained for "" picking quarrels and provoking trouble "" , a charge frequently used against activists .","<effect>Pu was detained for ""picking quarrels and provoking trouble""</effect>, <trigger>after</trigger> <cause>he took part in the Tiananmen pro-democracy protests in 1989</cause>",1
At least four people were placed in criminal detention after they attended a low-key event at a house in Beijing on Saturday ahead of the 25th anniversary of the crackdown .,<effect>At least four people were placed in criminal detention</effect> <trigger>after</trigger> <cause>they attended a low-key event at a house in Beijing on Saturday ahead of the 25th anniversary of the crackdown</cause>,1
"The Global Times , a state-run newspaper known for its hawkish stance , said in an editorial that the event to commemorate the June 4 crackdown had "" clearly crossed the red line of the law "" as it was related to "" the most sensitive political issue "" in China .","<effect>The Global Times said in an editorial that the event to commemorate the June 4 crackdown had ""clearly crossed the red line of the law""</effect> <trigger>as</trigger> <cause>it was related to ""the most sensitive political issue"" in China</cause>",1
"2 K form human chain to protest blocked road 24th July 2016 06:30 AM BENGALURU : IN an unprecedented show of strength , around 2,000 residents of Somasandrapalya , Haraluru , HSR Layout , Kudlu , Mangamanapalya , Hosapalya and surrounding areas gathered near Ravindra Bharathi Global School in HSR Layout on Saturday and formed a human chain near a wall constructed by Sobha Daffodil apartment .","<effect>around 2,000 residents of Somasandrapalya, Haraluru, HSR Layout, Kudlu, Mangamanapalya, Hosapalya and surrounding areas gathered near Ravindra Bharathi Global School in HSR Layout on Saturday and formed a human chain</effect> <trigger>near</trigger> <cause>a wall constructed by Sobha Daffodil apartment</cause>",1
"There are 432 apartments here with around 2,000 residents . ” Emotions ran high as citizens and activists raised slogans against Sobha on Saturday .","<effect>Emotions ran high as citizens and activists raised slogans against Sobha</effect> <trigger>as</trigger> <cause>There are 432 apartments here with around 2,000 residents</cause>",1
"Kavitha Reddy , an activist and a local resident , said the protest was a message to all builders that encroachment is not acceptable .",NoTag,0
Many schoolchildren were seen protesting along with their parents .,NoTag,0
"ADILABAD : TRS condemns arrests March 11 , 2011 00:00 IST Telangana Rastra Samiti ( TRS ) on Thursday condemned arrests of Telangana protagonists from Adilabad district to foil the ‘ Million March ' .",<effect>TRS on Thursday condemned arrests of Telangana protagonists from Adilabad district</effect> <trigger>to foil</trigger> <cause>the 'Million March'</cause>,1
The party maintained that government should shoulder the responsibility for the violent incidents related with the agitation .,NoTag,0
Addressing a press conference TRS leader B. Goverdhan Reddy and others said the march was a success despite the hurdles created by the government .,<cause>despite the hurdles created by the government</cause> <trigger>despite</trigger> <effect>TRS leader B. Goverdhan Reddy and others said the march was a success</effect>,1
"Meanwhile , pro-Telangana activists under the banner of Telangana Joint Action Committee formed a human chain and took the oath .",NoTag,0
"In all , about 150 activists proceeding towards Hyderabad were detained by police on Thursday morning .",NoTag,0
Attempts Karimnagar Staff Reporter adds : The district police foiled the attempts made by the TRS and pro-Telangana activists to proceed and participate in ‘ Million March ' in Hyderabad on Thursday with their arrests on various routes proceeding to the capital .,<effect>The district police foiled the attempts made by the TRS and pro-Telangana activists to proceed and participate in 'Million March' in Hyderabad</effect> <trigger>with</trigger> <cause>their arrests on various routes proceeding to the capital</cause>,1
"Irked over the arrests , the protestors staged dharna .",<cause>Irked over the arrests</cause> <trigger>leading to</trigger> <effect>the protestors staged dharna</effect>,1
The TRS students ' wing activists staged dharna in front of Karimnagar One Town police flaying the arrests of their activists and obstructing them from proceeding to Hyderabad .,<effect>The TRS students' wing activists staged dharna in front of Karimnagar One Town police</effect> <trigger>flaying</trigger> <cause>the arrests of their activists and obstructing them from proceeding to Hyderabad</cause>,1
Orders Nizamabad Staff Reporter adds : Despite prohibitory orders imposed on the movement of Telangana protagonists many of them from the district managed to make it to the twin cities take part in the ‘ Million March ' held on Thursday .,<cause>Despite prohibitory orders imposed on the movement of Telangana protagonists</cause> <trigger>despite</trigger> <effect>many of them from the district managed to make it to the twin cities take part in the 'Million March'</effect>,1
"According to reports around 4,000 -5,000 Telangana activists from the district participated in the march hoodwinking the police .",NoTag,0
"Since two passenger trains were cancelled , engaging of private vehicles were restricted and each vehicle was thoroughly checked at all check-posts along the National Highway -7 many activists decided to give the march a miss .","<cause>Since two passenger trains were cancelled, engaging of private vehicles were restricted and each vehicle was thoroughly checked at all check-posts along the National Highway-7</cause> <trigger>leading to</trigger> <effect>many activists decided to give the march a miss</effect>",1
People remained glued to the television boxes watching the incidents that unfolded during the march .,NoTag,0
"Rally Nalgonda Correspondent adds : Police took into custody about 200 pro-Telangana activists with the sole purpose of preventing them from going to Hyderabad for participation in the ‘ Million March ' scheduled to take place between 1 and 4 p.m. Among those arrested here were Nalgonda employees JAC convener and TNGOs Union leader P. Venkateswar Murthy , co-convener Amarender Reddy , CPI district secretary Adi Reddy .",<effect>Police took into custody about 200 pro-Telangana activists</effect> <trigger>with the sole purpose of</trigger> <cause>preventing them from going to Hyderabad for participation in the 'Million March'</effect>,1
"Several pro-Telangana activists were arrested in Choutuppal , Bhongir and Miryalguda , where the Telugu Desam Party extended support to the agitation .",NoTag,0
"The agitators staged ‘ rasto roko ' demonstrations at Veligonda , Nakrekal , Choutuppal and Bhongir towns in the district .",NoTag,0
SC curbs on NIA questioning Sadhvi Pragya 09th July 2012 09:26 PM The Supreme Court Monday restrained the National Investigation Agency from interrogating Sadhvi Pragya Singh Thakur in connection with the 2007 murder of Rashtriya Swayamsewak Sangh activist Sunil Joshi in Madhya Pradesh .,NoTag,0
"Timeline of major Maoist attacks 17th May 2010 07:32 PM NEW DELHI : The deadly Maoist guerrilla attack on a civilian bus in Chhattisgarh 's Dantewada district Monday evening comes just over a month after the Left rebels ' audacious April 6 attack on security forces in the same area , killing 76 personnel .",NoTag,0
"Some of the major Maoist guerrilla attacks in past : April 6 , 2010 : 76 security personnel , of whom 75 belonged to the Central Reserve Police Force ( CRPF ) , slaughtered by Maoists in the Chintalnar forested hamlet of Dantewada district .",NoTag,0
"April 4 , 2010 : Maoists detonate powerful landmine and blow up police bus in Koraput district , Orissa , killing around 10 Special Operations Group personnel and injuring 16 .","<cause>Maoists detonate powerful landmine</cause> <trigger>on April 4, 2010</trigger> <effect>blow up police bus in Koraput district, Orissa, killing around 10 Special Operations Group personnel and injuring 16</effect>",1
"March 23 , 2010 : Maoists blast a railway track in Bihar 's Gaya district , causing derailment of the Bhubaneswar-New Delhi Rajdhani Express .","<cause>Maoists blast a railway track in Bihar's Gaya district</cause> <trigger>on March 23, 2010</trigger> <effect>causing derailment of the Bhubaneswar-New Delhi Rajdhani Express</effect>",1
"On the same day , a landmine attack in Orissa leaves an empty freight train derailed and hitting railway services on the Howrah-Mumbai route .",<cause>a landmine attack in Orissa</cause> <trigger>leaves</trigger> <effect>an empty freight train derailed and hitting railway services on the Howrah-Mumbai route</effect>,1
"Feb 15 , 2010 : Around 100 Maoists storm a police camp in Silda , West Bengal , killing 24 policemen and looting arms .","<cause>Around 100 Maoists storm a police camp in Silda, West Bengal</cause> <trigger>on Feb 15, 2010</trigger> <effect>killing 24 policemen and looting arms</effect>",1
"Oct 8 , 2009 : 17 policemen were killed in an ambush by Maoists at Laheri police station in Gadchiroli district of Maharashtra .","<cause>Maoists ambush at Laheri police station in Gadchiroli district of Maharashtra</cause> <trigger>on Oct 8, 2009</trigger> <effect>17 policemen were killed</effect>",1
"July 27 , 2009 : Six CRPF men killed in a landmine blast at Dantewada district in Chhattisgarh .","<cause>a landmine blast at Dantewada district in Chhattisgarh</cause> <trigger>on July 27, 2009</trigger> <effect>Six CRPF men killed</effect>",1
"July 12 , 2009 : Three separate attacks in Rajnandgaon district of Chhattisgarh claim the lives of 30 security personnel .","<cause>Three separate attacks in Rajnandgaon district of Chhattisgarh</cause> <trigger>on July 12, 2009</trigger> <effect>claim the lives of 30 security personnel</effect>",1
"June 23 , 2009 : A group of motorcycle-borne armed Maoists open fire on Lakhisarai district court premises in Bihar to free four of their men .","<cause>A group of motorcycle-borne armed Maoists open fire on Lajpat Nagar district court premises in Bihar</cause> <trigger>on June 23, 2009</trigger> <effect>to free four of their men</effect>",1
"June 10 , 2009 : Nine security personnel , including CRPF troopers , ambushed by Maoists during a routine patrol in Saranda jungles in Jharkhand .",NoTag,0
"May 22 , 2009 : Maoists kill 16 policemen in the jungles of Gadchiroli district in Maharashtra .",NoTag,0
"April 13 , 2009 : Around 10 policemen are killed in eastern Orissa 's Koraput district when Maoists attack a state-run bauxite mine .","<cause>Maoists attack a state-run bauxite mine</cause> <trigger>on April 13, 2009</trigger> <effect>Around 10 policemen are killed in eastern Orissa's Koraput district</effect>",1
"When the opposition Congress organised a padyatra in Salipur in Cuttack district as part of its Jana Jagaran Yatra on Saturday , the BJD roped in some dissident block level Congress workers from that area to show that its image had not been affected in any manner .",<cause>BJD roped in some dissident block level Congress workers from that area</cause> <trigger>when</trigger> <effect>the opposition Congress organised a padyatra in Salipur in Cuttack district as part of its Jana Jagaran Yatra on Saturday</effect>,1
The seven-km long padyatra by the Congress from Manoharpur to Salipur was attended by party supporters and farmers .,NoTag,0
The rally culminated in a public meeting where senior Congress leaders held the BJD government responsible for the spate of farmer suicides in the State since September .,NoTag,0
Many senior party leaders joined PCC president Prasad Harichandan in the padyatra and addressed the gathering criticising Chief Minister .,NoTag,0
Saturday ’ s was the third phase of the Jana Jagaran padyatra .,NoTag,0
"The party had organised the first two phases of the padyatra at Angul and Dhenkanal , and Nuapada and Nabarangpur .",NoTag,0
The BJD had also organised a rally in Bargarh district a few days ago in western Odisha where more farmers had taken the extreme step .,NoTag,0
"NE Youth 's Death Sparks Protest 01st February 2014 09:23 AM Nido Taniam , son of Arunachal Pradesh Congress legislator Nido Pavitra died on Thursday allegedly after being beaten up at a market area in Lajpar Nagar here .",<cause>Nido Taniam being beaten up at a market area in Lajpat Nagar</cause> <trigger>on Thursday</trigger> <effect>died</effect>,1
The incident has sparked protests across New Delhi over the security of students from the north-east .,<cause>Nido Taniam's death</cause> <trigger>has</trigger> <effect>sparked protests across New Delhi over the security of students from the north-east</effect>,1
It is being alleged that racism could have been one of the triggers for the quarrel .,NoTag,0
"About 1,000 angry protesters gathered outside the Alice Magistrates Court on Thursday where four suspects appeared on charges of murdering a Victoria Hospital tutor last year .",NoTag,0
"Before their court appearance , protestors holding placards with various slogans filled the streets outside the court where a memorandum was handed to magistrate Xolile Dlulisa .",NoTag,0
"The memorandum , from the residents of Ward 10 in the Nkonkobe municipality registered resentment and disapproval of the high crime rate in the country , in Alice in particular .",NoTag,0
"The memorandum called for the State to refuse bail for murderers , saying residents could be tempted to take the law into their own hands .",<cause>residents could be tempted to take the law into their own hands</cause> <trigger>saying</trigger> <effect>the memorandum called for the State to refuse bail for murderers</effect>,1
"A petition was sent to the Grahamstown area commissioner in June highlighting crime levels in the area , according to the memorandum .",NoTag,0
After Dlulisa accepted the memorandum the suspects were led handcuffed into the court to jeers from the protestors .,NoTag,0
"Maoist banners found 10th April 2011 05:14 AM KORAPUT : MAOIST banners were found near the District Primary Education Project ( DPEP ) office today in which the ultras threatened to kill Shikhya Sahayak candidates , outsiders to the district , who have been selected to join the service here .",NoTag,0
"Maoists , in the banners , have also demanded release of hardcore cadre Ghasi who was arrested by police earlier this week .",NoTag,0
Similar banners were also found between Sunki and Ampavalli where Maoists also blocked road by felling trees .,<cause>Maoists</cause> <trigger>also</trigger> <effect>blocked road by felling trees between Sunki and Ampavalli where similar banners were also found</effect>,1
"SIT fails to serve notice on Mani 14th November 2012 10:43 AM The Special Investigation Team ( SIT ) , probing the murder of Youth Congress leader Anchery Baby , failed to serve notice for polygraph test on former CPM Idukki secretary M M Mani and another accused Kynakari Kuttan on Tuesday .",NoTag,0
"Mpofu represents the families of slain miners and the miners who were arrested during labour unrest at Lonmin platinum mine in Rustenburg last year , where 44 people were killed .",NoTag,0
"Soon after the meeting , BJP legislators staged a dharna demanding Bhardwaj ’ s recall for his “ undemocratic conduct ” , even as the state Cabinet urged him to accord permission to convene a 10 - day legislature session from June 2 .","<cause>Bhardwaj's ""undemocratic conduct""</cause> <trigger>Soon after the meeting</trigger> <effect>BJP legislators staged a dharna demanding Bhardwaj's recall</effect>",1
"Without naming Railway Minister Mamata Banerjee , who recently organised a controversial rally in Lalgarh , Mr. Agarwal wanted to know whether the government would take action against “ influential ” people who were openly supporting the Maoists .",NoTag,0
"The Left , the BJP and a few other parties have been disrupting Parliament proceedings for the past two days over the alleged involvement of the Maoists in organising Trinamool Congress rally at Lalgarh in West Bengal .","<cause>the alleged involvement of the Maoists in organising Trinamool Congress rally at Lalgarh in West Bengal</cause> <trigger>for the past two days</trigger> <effect>The Left, the BJP and a few other parties have been disrupting Parliament proceedings</effect>",1
"Communal clashes in NE Delhi mar Eid Posted : Wed Jan 20 1999 IST NEW DELHI , JANUARY 19 : A minor tiff between children on Eid day led to Hindu-Muslim clashes in Welcome Colony near Seelampur in northeast Delhi .","<cause>A minor tiff between children on Eid day</cause> <trigger>on January 19, 1999</trigger> <effect>led to Hindu-Muslim clashes in Welcome Colony near Seelampur in northeast Delhi</effect>",1
"Several persons , including two policemen , were injured in the clash that lasted nearly an hour .",NoTag,0
The police fired seven rounds in the air and lobbed nine teargas shells to bring the mob which fired from country-made guns and pelted stones under control .,<cause>the mob which fired from country-made guns and pelted stones</cause> <trigger>to bring under control</trigger> <effect>The police fired seven rounds in the air and lobbed nine teargas shells</effect>,1
"It all began at around 4 pm at the local MCD school , which is divided into the Urdu - and Hindi-medium sections .",NoTag,0
The altercation took a turn for the worse as bystanders from both the communities joined in with whatever they could lay their hands on .,<cause>bystanders from both the communities joined in with whatever they could lay their hands on</cause> <trigger>as</trigger> <effect>The altercation took a turn for the worse</effect>,1
Brickbats flew from all directions and a few knives were also flashed .,NoTag,0
"Personnel from the local police station , which is less than half-a-kilometre from the spot , reached 20 minutes after the clashes broke out .","<cause>Personnel from the local police station, which is less than half-a-kilometre from the spot</cause> <trigger>after</trigger> <effect>reached 20 minutes after the clashes broke out</effect>",1
